pcell_cid,pcell_freq,nrcell_cid,nrcell_freq,scell1_cid,scell1_freq,scell2_cid,scell2_freq,scell3_cid,scell3_freq,nrscell1_cid,nrscell1_freq,nrscell2_cid,nrscell2_freq,nrscell3_cid,nrscell3_freq,instance_number,duration_sample_number
76,675,8,174270,76,1025,76,9840,None,None,None,None,None,None,None,None,16,2274
76,675,811,174270,76,1025,76,9840,None,None,None,None,None,None,None,None,29,2185
258,675,811,174270,258,67086,258,66686,None,None,None,None,None,None,None,None,49,13183
258,67086,None,None,258,675,258,5330,258,66686,None,None,None,None,None,None,67,6496
258,67086,8,174270,258,9820,258,66686,None,None,None,None,None,None,None,None,5,699
258,67086,811,174270,258,9820,258,66686,None,None,None,None,None,None,None,None,83,24589
258,67086,207,174270,258,9820,258,66686,None,None,None,None,None,None,None,None,2,167
388,675,207,174270,388,66686,388,67086,None,None,None,None,None,None,None,None,78,4524
388,67086,None,None,388,675,388,5330,388,66686,None,None,None,None,None,None,63,2295
388,67086,207,174270,388,675,388,66686,None,None,None,None,None,None,None,None,28,9140
258,675,None,None,258,5330,258,66686,258,67086,None,None,None,None,None,None,143,8387
252,675,None,None,252,52941,None,None,None,None,None,None,None,None,None,None,6,2678
41,675,None,None,41,52740,41,52941,41,53139,None,None,None,None,None,None,13,6498
252,675,None,None,252,52740,None,None,None,None,None,None,None,None,None,None,2,620
41,675,811,174270,41,66686,None,None,None,None,None,None,None,None,None,None,1,151
388,67086,811,174270,388,675,388,66686,None,None,None,None,None,None,None,None,7,672
258,675,207,174270,258,67086,258,66686,None,None,None,None,None,None,None,None,7,264
388,67086,811,174270,None,None,388,66686,None,None,None,None,None,None,None,None,6,489
258,67086,811,174270,258,675,258,66686,None,None,None,None,None,None,None,None,16,10541
258,9820,None,None,None,None,None,None,None,None,None,None,None,None,None,None,10,44
258,9820,811,174270,258,67086,258,66686,None,None,None,None,None,None,None,None,5,3131
410,9820,811,174270,410,66686,410,67086,None,None,None,None,None,None,None,None,2,30
258,67086,None,None,None,None,None,None,None,None,None,None,None,None,None,None,15,68
258,67086,207,174270,None,None,None,None,None,None,None,None,None,None,None,None,2,86
258,9820,811,174270,258,66686,258,67086,None,None,None,None,None,None,None,None,6,4547
258,9820,207,174270,None,None,None,None,None,None,None,None,None,None,None,None,3,805
258,9820,811,174270,None,None,None,None,None,None,None,None,None,None,None,None,4,1122
410,9820,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1,15
258,67086,None,None,258,675,258,5330,None,None,None,None,None,None,None,None,1,1389
258,67086,811,174270,None,None,None,None,None,None,None,None,None,None,None,None,1,374
258,675,207,174270,258,66686,258,67086,None,None,None,None,None,None,None,None,1,64
252,675,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9,1304
252,675,207,174270,252,52941,252,53139,252,52740,None,None,None,None,None,None,2,837
252,675,811,174270,252,52941,None,None,252,52740,None,None,None,None,None,None,1,47
258,675,None,None,None,None,None,None,None,None,None,None,None,None,None,None,41,1609
41,675,None,None,None,None,None,None,None,None,None,None,None,None,None,None,21,2538
41,675,811,174270,41,52740,41,52941,41,53139,None,None,None,None,None,None,17,10597
258,675,811,174270,258,9820,None,None,None,None,None,None,None,None,None,None,306,48689
252,675,811,174270,252,52941,252,53139,252,52740,None,None,None,None,None,None,2,236
440,675,None,None,440,5330,440,66686,440,67086,None,None,None,None,None,None,5,44
372,675,None,None,372,67086,372,5330,372,66686,None,None,None,None,None,None,104,731
464,675,None,None,464,5330,464,66686,464,67086,None,None,None,None,None,None,36,380
76,675,None,None,76,5330,76,66686,76,67086,None,None,None,None,None,None,64,3118
258,66686,None,None,None,None,None,None,None,None,None,None,None,None,None,None,7,13174
76,66686,None,None,76,675,76,5330,76,67086,None,None,None,None,None,None,34,2777
258,66686,None,None,258,675,258,5330,258,67086,None,None,None,None,None,None,89,6631
388,66686,None,None,388,675,388,5330,388,67086,None,None,None,None,None,None,53,3926
41,66686,None,None,None,None,None,None,None,None,None,None,None,None,None,None,16,2814
258,5110,None,None,None,None,None,None,None,None,None,None,None,None,None,None,14,6024
258,9820,None,None,258,5330,258,66686,258,67086,None,None,None,None,None,None,4,44
403,9820,93,174270,403,66686,None,None,None,None,None,None,None,None,None,None,1,1369
403,9820,466,174270,403,66686,None,None,None,None,None,None,None,None,None,None,2,730
335,9820,466,174270,335,1025,335,675,None,None,None,None,None,None,None,None,7,1225
45,675,None,None,None,None,None,None,None,None,None,None,None,None,None,None,47,1114
45,675,466,174270,45,52740,45,52941,45,53139,None,None,None,None,None,None,29,3679
45,675,93,174270,45,1025,None,None,None,None,None,None,None,None,None,None,7,377
403,67086,466,174270,403,9820,None,None,None,None,None,None,None,None,None,None,2,395
335,67086,466,174270,335,1025,335,675,335,66686,None,None,None,None,None,None,5,1801
403,9820,None,None,403,5330,403,66686,403,67086,None,None,None,None,None,None,9,569
403,9820,466,174270,403,67086,403,66686,None,None,None,None,None,None,None,None,6,1729
335,67086,None,None,335,675,335,5330,335,66686,None,None,None,None,None,None,31,2123
335,67086,466,174270,335,9820,335,66686,None,None,None,None,None,None,None,None,3,940
335,67086,372,174270,None,None,335,66686,None,None,None,None,None,None,None,None,1,15
273,67086,372,174270,273,1025,273,66686,273,675,None,None,None,None,None,None,13,3555
273,675,None,None,273,5330,273,66686,273,67086,None,None,None,None,None,None,42,556
273,675,372,174270,273,1025,273,9840,None,None,None,None,None,None,None,None,12,2436
273,675,589,174270,273,9840,273,1025,None,None,None,None,None,None,None,None,3,236
273,675,811,174270,273,1025,273,9840,None,None,None,None,None,None,None,None,14,750
43,675,811,174270,43,67086,43,66686,43,1025,None,None,None,None,None,None,9,1761
43,67086,None,None,43,675,43,5330,43,66686,None,None,None,None,None,None,2,7
43,67086,956,174270,43,1025,43,66686,43,675,None,None,None,None,None,None,1,22
43,9820,956,174270,43,1025,43,675,None,None,None,None,None,None,None,None,2,227
43,675,None,None,43,5330,43,66686,43,67086,None,None,None,None,None,None,39,898
43,675,956,174270,43,67086,43,66686,43,1025,None,None,None,None,None,None,3,798
43,675,811,174270,43,1025,43,9820,None,None,None,None,None,None,None,None,5,497
372,675,811,174270,372,67086,372,1025,372,66686,None,None,None,None,None,None,54,3816
464,67086,None,None,464,675,464,5330,464,66686,None,None,None,None,None,None,14,58
464,67086,874,174270,464,9820,464,66686,None,None,None,None,None,None,None,None,2,43
464,67086,None,None,464,675,464,5330,None,None,None,None,None,None,None,None,7,212
464,67086,811,174270,464,675,None,None,None,None,None,None,None,None,None,None,4,613
464,675,811,174270,464,9820,None,None,None,None,None,None,None,None,None,None,2,138
43,9820,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1,274
43,9820,956,174270,43,67086,43,66686,None,None,None,None,None,None,None,None,2,10
43,5110,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2,85
43,675,372,174270,43,1025,43,67086,43,66686,None,None,None,None,None,None,1,10
372,675,372,174270,372,67086,372,66686,372,1025,None,None,None,None,None,None,1,3
464,67086,811,174270,464,9820,464,66686,None,None,None,None,None,None,None,None,5,303
258,67086,589,174270,258,9820,258,66686,None,None,None,None,None,None,None,None,1,8
76,67086,811,174270,76,9840,76,66686,None,None,None,None,None,None,None,None,11,453
76,675,629,174270,76,1025,76,9840,None,None,None,None,None,None,None,None,34,19127
273,675,629,174270,273,1025,273,9840,None,None,None,None,None,None,None,None,13,218
273,67086,None,None,273,675,273,5330,273,66686,None,None,None,None,None,None,34,173
273,67086,372,174270,273,9840,273,66686,None,None,None,None,None,None,None,None,8,7130
273,67086,811,174270,273,1025,273,675,273,66686,None,None,None,None,None,None,1,5
478,5110,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2,25
482,675,None,None,None,None,None,None,None,None,None,None,None,None,None,None,10,197
482,675,811,174270,482,52740,482,52941,482,53139,None,None,None,None,None,None,2,166
403,67086,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6,1124
403,675,466,174270,403,67086,403,66686,None,None,None,None,None,None,None,None,12,919
403,9820,93,174270,403,67086,403,66686,None,None,None,None,None,None,None,None,6,1551
335,675,None,None,335,5330,335,66686,335,67086,None,None,None,None,None,None,33,2843
335,675,466,174270,335,1025,335,9820,None,None,None,None,None,None,None,None,29,12321
335,675,372,174270,335,1025,335,9820,None,None,None,None,None,None,None,None,1,22
273,67086,589,174270,273,1025,273,66686,273,675,None,None,None,None,None,None,10,897
273,67086,629,174270,273,1025,273,66686,273,675,None,None,None,None,None,None,5,274
273,67086,811,174270,273,1025,273,66686,273,675,None,None,None,None,None,None,6,319
43,675,811,174270,43,66686,43,67086,43,1025,None,None,None,None,None,None,4,1023
43,675,874,174270,43,9820,43,1025,None,None,None,None,None,None,None,None,1,10
372,675,874,174270,372,67086,372,1025,372,66686,None,None,None,None,None,None,6,264
464,67086,811,174270,464,66686,464,675,None,None,None,None,None,None,None,None,3,523
258,66686,811,174270,258,9820,258,67086,None,None,None,None,None,None,None,None,79,55474
372,675,811,174270,372,67086,372,66686,372,1025,None,None,None,None,None,None,36,2453
258,67086,589,174270,258,675,258,66686,None,None,None,None,None,None,None,None,1,44
258,67086,811,174270,258,66686,None,None,None,None,None,None,None,None,None,None,1,264
76,67086,811,174270,76,1025,76,66686,76,675,None,None,None,None,None,None,49,10450
76,675,811,174270,76,9840,76,1025,None,None,None,None,None,None,None,None,20,1933
76,675,8,174270,76,9840,76,1025,None,None,None,None,None,None,None,None,7,431
273,675,629,174270,273,9840,273,1025,None,None,None,None,None,None,None,None,4,22
478,67086,None,None,478,675,478,5330,478,66686,None,None,None,None,None,None,18,63
478,67086,589,174270,478,9840,478,66686,None,None,None,None,None,None,None,None,3,85
478,67086,811,174270,478,1025,478,675,None,None,None,None,None,None,None,None,1,17
43,67086,811,174270,43,1025,43,66686,43,675,None,None,None,None,None,None,4,129
43,9820,None,None,43,5330,43,66686,43,67086,None,None,None,None,None,None,5,21
43,9820,372,174270,43,1025,43,675,None,None,None,None,None,None,None,None,1,8
43,9820,811,174270,43,67086,43,66686,None,None,None,None,None,None,None,None,1,4
43,675,None,None,None,None,None,None,None,None,None,None,None,None,None,None,7,22
43,675,811,174270,43,67086,43,1025,43,66686,None,None,None,None,None,None,3,485
464,67086,956,174270,464,9820,464,66686,None,None,None,None,None,None,None,None,1,22
464,67086,811,174270,464,675,464,66686,None,None,None,None,None,None,None,None,1,149
76,67086,None,None,76,675,76,5330,76,66686,None,None,None,None,None,None,54,292
76,67086,629,174270,76,1025,76,675,76,66686,None,None,None,None,None,None,5,283
76,675,None,None,None,None,None,None,None,None,None,None,None,None,None,None,52,3454
273,675,811,174270,273,9840,273,1025,None,None,None,None,None,None,None,None,5,68
273,675,372,174270,273,9840,273,1025,None,None,None,None,None,None,None,None,1,8
43,675,811,174270,43,1025,43,67086,43,66686,None,None,None,None,None,None,6,85
43,9820,811,174270,43,1025,43,675,None,None,None,None,None,None,None,None,3,692
43,9820,874,174270,43,67086,43,66686,None,None,None,None,None,None,None,None,1,4
464,675,811,174270,464,1025,464,9820,None,None,None,None,None,None,None,None,11,918
464,67086,811,174270,464,1025,464,66686,464,675,None,None,None,None,None,None,5,1490
258,675,811,174270,258,66686,258,67086,None,None,None,None,None,None,None,None,13,3803
372,675,956,174270,372,67086,372,1025,372,66686,None,None,None,None,None,None,1,4
464,67086,811,174270,464,1025,464,675,464,66686,None,None,None,None,None,None,5,1692
372,675,589,174270,372,67086,372,1025,372,66686,None,None,None,None,None,None,3,72
76,675,629,174270,76,9840,76,1025,None,None,None,None,None,None,None,None,18,4343
273,675,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6,23
273,67086,811,174270,273,9840,273,66686,None,None,None,None,None,None,None,None,1,31
43,675,372,174270,43,1025,43,66686,43,67086,None,None,None,None,None,None,1,9
43,675,956,174270,43,1025,43,66686,43,67086,None,None,None,None,None,None,1,463
372,675,956,174270,372,67086,372,66686,372,1025,None,None,None,None,None,None,1,3
464,675,956,174270,464,9820,None,None,None,None,None,None,None,None,None,None,1,15
258,67086,629,174270,258,9820,258,66686,None,None,None,None,None,None,None,None,4,1299
258,67086,811,174270,258,66686,258,675,None,None,None,None,None,None,None,None,1,164
273,67086,372,174270,273,1025,273,675,273,66686,None,None,None,None,None,None,1,443
76,67086,811,174270,76,1025,76,675,76,66686,None,None,None,None,None,None,5,51
478,67086,589,174270,None,None,None,None,None,None,None,None,None,None,None,None,2,20
273,675,589,174270,273,1025,273,9840,None,None,None,None,None,None,None,None,9,1125
43,9820,874,174270,43,1025,43,675,None,None,None,None,None,None,None,None,1,265
74,9820,874,174270,74,1025,74,675,None,None,None,None,None,None,None,None,1,9
464,5110,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1,204
478,67086,811,174270,478,1025,478,66686,478,675,None,None,None,None,None,None,2,95
258,67086,811,174270,258,66686,258,9820,None,None,None,None,None,None,None,None,2,415
273,67086,589,174270,273,1025,273,675,273,66686,None,None,None,None,None,None,1,50
482,675,589,174270,482,52740,482,52941,482,53139,None,None,None,None,None,None,1,58
273,9840,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1,16
43,675,None,None,43,5330,43,9820,None,None,None,None,None,None,None,None,2,6
464,675,811,174270,464,1025,464,67086,464,66686,None,None,None,None,None,None,1,4
335,675,629,174270,335,1025,335,66686,335,67086,None,None,None,None,None,None,1,4
478,67086,811,174270,478,9840,478,66686,None,None,None,None,None,None,None,None,1,12
478,67086,372,174270,478,1025,478,66686,478,675,None,None,None,None,None,None,4,65
273,5110,None,None,273,675,None,None,None,None,None,None,None,None,None,None,1,19
76,67086,629,174270,76,9840,76,66686,None,None,None,None,None,None,None,None,12,6300
478,67086,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1,8
482,675,629,174270,482,52740,482,52941,482,53139,None,None,None,None,None,None,1,30
273,67086,589,174270,273,9840,273,66686,None,None,None,None,None,None,None,None,1,68
273,5110,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1,16
478,67086,589,174270,478,1025,478,675,478,66686,None,None,None,None,None,None,3,165
478,67086,629,174270,478,1025,478,66686,478,675,None,None,None,None,None,None,3,21
478,67086,None,None,478,5330,478,9840,478,66686,None,None,None,None,None,None,1,4
478,67086,589,174270,478,1025,478,66686,None,None,None,None,None,None,None,None,1,76
478,67086,629,174270,478,1025,478,66686,None,None,None,None,None,None,None,None,1,4
76,67086,629,174270,76,1025,76,66686,76,675,None,None,None,None,None,None,31,22192
76,5110,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3,56
76,67086,8,174270,76,1025,76,66686,76,675,None,None,None,None,None,None,17,1786
76,67086,372,174270,76,9840,76,66686,None,None,None,None,None,None,None,None,1,52
273,675,589,174270,273,1025,273,9840,273,67086,None,None,None,None,None,None,1,110
273,675,811,174270,273,9840,None,None,None,None,None,None,None,None,None,None,1,70
273,675,811,174270,None,None,None,None,None,None,None,None,None,None,None,None,1,15
43,675,811,174270,43,66686,43,1025,43,67086,None,None,None,None,None,None,2,47
273,9840,None,None,273,5330,None,None,None,None,None,None,None,None,None,None,1,22
478,67086,589,174270,478,1025,478,66686,478,675,None,None,None,None,None,None,2,92
478,67086,811,174270,478,1025,478,66686,None,None,None,None,None,None,None,None,3,46
335,675,629,174270,335,1025,335,9820,None,None,None,None,None,None,None,None,3,23
335,67086,466,174270,335,1025,335,66686,335,675,None,None,None,None,None,None,16,4918
403,67086,466,174270,403,66686,403,675,None,None,None,None,None,None,None,None,1,9
403,675,None,None,None,None,None,None,None,None,None,None,None,None,None,None,36,3067
403,675,93,174270,403,67086,403,66686,None,None,None,None,None,None,None,None,30,23914
403,675,232,174270,403,67086,403,66686,None,None,None,None,None,None,None,None,3,54
410,675,232,174270,410,67086,410,66686,None,None,None,None,None,None,None,None,5,928
410,9820,None,None,410,5330,410,66686,410,67086,None,None,None,None,None,None,6,24
410,9820,232,174270,410,67086,410,66686,None,None,None,None,None,None,None,None,5,1579
410,9820,93,174270,410,67086,410,66686,None,None,None,None,None,None,None,None,4,78
403,66686,93,174270,403,67086,403,9820,None,None,None,None,None,None,None,None,5,902
403,675,None,None,403,5330,403,66686,403,67086,None,None,None,None,None,None,35,8089
403,675,466,174270,403,9820,None,None,None,None,None,None,None,None,None,None,8,1421
403,67086,466,174270,403,9820,403,66686,None,None,None,None,None,None,None,None,1,7
403,675,93,174270,403,9820,None,None,None,None,None,None,None,None,None,None,16,6087
410,675,None,None,410,5330,410,66686,410,67086,None,None,None,None,None,None,16,2015
335,675,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6,1016
403,675,93,174270,403,67086,None,None,None,None,None,None,None,None,None,None,1,1591
403,675,232,174270,403,67086,None,None,None,None,None,None,None,None,None,None,1,17
410,675,232,174270,410,66686,410,67086,None,None,None,None,None,None,None,None,2,19
403,675,93,174270,403,66686,403,67086,None,None,None,None,None,None,None,None,4,5023
403,675,232,174270,None,None,None,None,None,None,None,None,None,None,None,None,2,356
403,66686,None,None,None,None,None,None,None,None,None,None,None,None,None,None,7,252
335,5110,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2,32
335,9820,None,None,335,5330,None,None,None,None,None,None,None,None,None,None,2,5
335,66686,466,174270,335,9820,335,67086,None,None,None,None,None,None,None,None,5,2490
403,9820,68,174270,403,675,None,None,None,None,None,None,None,None,None,None,1,34
403,9820,466,174270,403,675,None,None,None,None,None,None,None,None,None,None,1,33
403,9820,93,174270,403,675,None,None,None,None,None,None,None,None,None,None,1,48
403,66686,93,174270,403,9820,403,67086,None,None,None,None,None,None,None,None,11,4162
403,9820,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1,2
403,9820,232,174270,403,66686,403,67086,None,None,None,None,None,None,None,None,1,15
403,9820,93,174270,403,66686,403,67086,None,None,None,None,None,None,None,None,1,510
403,9820,466,174270,403,66686,403,67086,None,None,None,None,None,None,None,None,2,1165
76,675,8,174270,76,9840,None,None,None,None,None,None,None,None,None,None,393,18731
76,675,811,174270,76,9840,None,None,None,None,None,None,None,None,None,None,352,37186
47,67086,8,174270,47,675,47,66686,None,None,None,None,None,None,None,None,1,10
258,675,8,174270,258,9820,None,None,None,None,None,None,None,None,None,None,94,1513
258,675,207,174270,258,9820,None,None,None,None,None,None,None,None,None,None,71,1968
258,9820,207,174270,None,None,258,66686,None,None,None,None,None,None,None,None,1,60
258,9820,811,174270,None,None,258,66686,None,None,None,None,None,None,None,None,2,946
252,675,207,174270,252,52740,252,52941,252,53139,None,None,None,None,None,None,1,746
252,675,811,174270,None,None,252,52941,None,None,None,None,None,None,None,None,2,565
74,9820,811,174270,74,1025,74,675,None,None,None,None,None,None,None,None,3,26
388,675,811,174270,388,66686,388,67086,None,None,None,None,None,None,None,None,80,334
258,9820,207,174270,258,67086,258,66686,None,None,None,None,None,None,None,None,3,708
74,9820,811,174270,74,66686,74,67086,None,None,None,None,None,None,None,None,1,11
252,675,811,174270,252,53139,252,52941,252,52740,None,None,None,None,None,None,2,238
252,675,207,174270,None,None,252,52941,None,None,None,None,None,None,None,None,2,140
