grid_lat,grid_lon,cell_num,nr_cell_num,lte_cell_num
41.889,-87.632,31,5,26
41.889,-87.6315,5,1,4
41.889,-87.631,12,2,10
41.889,-87.63,4,1,3
41.889,-87.6295,14,2,12
41.889,-87.629,4,1,3
41.889,-87.6285,4,1,3
41.889,-87.628,16,3,13
41.889,-87.6275,25,2,23
41.889,-87.627,6,1,5
41.889,-87.6265,41,2,39
41.889,-87.626,11,3,8
41.889,-87.6255,4,1,3
41.8895,-87.632,15,1,14
41.8895,-87.6315,15,2,13
41.8895,-87.631,21,3,18
41.8895,-87.6305,13,2,11
41.8895,-87.63,11,2,9
41.8895,-87.6295,15,3,12
41.8895,-87.629,5,1,4
41.8895,-87.628,8,2,6
41.8895,-87.6275,14,3,11
41.8895,-87.6265,47,3,44
41.8895,-87.6255,4,1,3
41.89,-87.632,17,1,16
41.89,-87.6315,24,1,23
41.89,-87.631,15,2,13
41.89,-87.6305,17,2,15
41.89,-87.63,16,2,14
41.89,-87.6295,23,3,20
41.89,-87.629,30,6,24
41.89,-87.6285,28,5,23
41.89,-87.628,44,9,35
41.89,-87.6275,29,6,23
41.89,-87.627,45,3,42
41.89,-87.6265,81,5,76
41.89,-87.626,32,3,29
41.89,-87.6255,35,4,31
41.891,-87.6295,13,3,10
41.891,-87.628,42,4,38
41.891,-87.6275,15,1,14
41.891,-87.6265,77,8,69
41.891,-87.625,38,3,35
41.891,-87.6245,25,0,25
41.891,-87.624,190,16,174
41.891,-87.6235,35,1,34
41.891,-87.621,24,0,24
41.891,-87.62,7,1,6
41.8915,-87.632,107,10,97
41.8915,-87.6315,116,11,105
41.8915,-87.631,123,11,112
41.8915,-87.6305,104,3,101
41.8915,-87.63,68,5,63
41.8915,-87.6295,95,7,88
41.8915,-87.629,118,19,99
41.8915,-87.6285,61,10,51
41.8915,-87.628,84,11,73
41.8915,-87.6275,102,12,90
41.8915,-87.627,71,4,67
41.8915,-87.6265,140,8,132
41.8915,-87.626,77,5,72
41.8915,-87.6255,63,3,60
41.8915,-87.625,105,9,96
41.8915,-87.6245,47,4,43
41.8915,-87.624,145,13,132
41.8915,-87.6235,75,4,71
41.8915,-87.623,27,2,25
41.8915,-87.6225,33,9,24
41.8915,-87.622,40,4,36
41.8915,-87.6215,26,3,23
41.8915,-87.621,24,3,21
41.8915,-87.6205,34,3,31
41.8915,-87.62,47,8,39
41.892,-87.632,98,10,88
41.892,-87.6315,74,9,65
41.892,-87.631,134,14,120
41.892,-87.6305,107,13,94
41.892,-87.63,157,11,146
41.892,-87.6295,180,15,165
41.892,-87.629,105,9,96
41.892,-87.6285,100,9,91
41.892,-87.628,149,15,134
41.892,-87.6275,71,5,66
41.892,-87.627,54,3,51
41.892,-87.6265,173,6,167
41.892,-87.626,90,5,85
41.892,-87.6255,81,4,77
41.892,-87.625,81,8,73
41.892,-87.6245,57,7,50
41.892,-87.624,125,14,111
41.892,-87.6235,54,6,48
41.892,-87.623,26,5,21
41.892,-87.6225,49,3,46
41.892,-87.622,24,4,20
41.892,-87.6215,4,2,2
41.892,-87.621,5,2,3
41.892,-87.6205,27,5,22
41.892,-87.62,81,9,72
41.8925,-87.632,10,2,8
41.8925,-87.631,92,8,84
41.8925,-87.63,45,3,42
41.8925,-87.6295,70,5,65
41.8925,-87.628,135,6,129
41.8925,-87.6275,42,4,38
41.8925,-87.627,42,2,40
41.8925,-87.6265,172,7,165
41.8925,-87.626,106,4,102
41.8925,-87.6255,96,5,91
41.8925,-87.625,95,6,89
41.8925,-87.6245,100,11,89
41.8925,-87.624,189,18,171
41.8925,-87.6235,76,4,72
41.8925,-87.623,69,4,65
41.8925,-87.6225,90,6,84
41.8925,-87.622,66,4,62
41.8925,-87.6215,73,5,68
41.8925,-87.621,70,3,67
41.8925,-87.6205,87,7,80
41.8925,-87.62,91,9,82
41.893,-87.632,83,5,78
41.893,-87.6315,92,9,83
41.893,-87.631,124,13,111
41.893,-87.6305,139,10,129
41.893,-87.63,78,6,72
41.893,-87.6295,107,10,97
41.893,-87.629,81,3,78
41.893,-87.6285,60,2,58
41.893,-87.628,117,7,110
41.893,-87.6275,44,2,42
41.893,-87.627,47,2,45
41.893,-87.6265,140,10,130
41.893,-87.626,60,6,54
41.893,-87.6255,48,8,40
41.893,-87.625,114,14,100
41.893,-87.6245,76,10,66
41.893,-87.624,203,22,181
41.893,-87.6235,136,19,117
41.893,-87.623,58,7,51
41.893,-87.6225,115,9,106
41.893,-87.622,96,10,86
41.893,-87.6215,71,10,61
41.893,-87.621,57,9,48
41.893,-87.6205,43,8,35
41.893,-87.62,99,19,80
41.8935,-87.632,89,9,80
41.8935,-87.6315,96,7,89
41.8935,-87.631,111,12,99
41.8935,-87.6305,39,3,36
41.8935,-87.63,26,1,25
41.8935,-87.6295,101,9,92
41.8935,-87.629,44,4,40
41.8935,-87.6285,35,2,33
41.8935,-87.628,117,8,109
41.8935,-87.6265,131,6,125
41.8935,-87.6255,36,2,34
41.8935,-87.625,83,5,78
41.8935,-87.624,147,23,124
41.8935,-87.6225,62,6,56
41.8935,-87.622,34,2,32
41.8935,-87.6215,28,2,26
41.8935,-87.621,14,3,11
41.8935,-87.6205,10,2,8
41.8935,-87.62,110,15,95
41.894,-87.632,53,7,46
41.894,-87.6315,61,7,54
41.894,-87.631,151,14,137
41.894,-87.6305,87,12,75
41.894,-87.63,117,8,109
41.894,-87.6295,155,12,143
41.894,-87.629,100,7,93
41.894,-87.6285,102,7,95
41.894,-87.628,212,11,201
41.894,-87.6275,61,4,57
41.894,-87.627,70,5,65
41.894,-87.6265,159,8,151
41.894,-87.626,90,6,84
41.894,-87.6255,104,6,98
41.894,-87.625,112,7,105
41.894,-87.6245,106,7,99
41.894,-87.624,164,17,147
41.894,-87.6235,72,11,61
41.894,-87.623,75,9,66
41.894,-87.6225,86,11,75
41.894,-87.622,71,6,65
41.894,-87.6215,73,6,67
41.894,-87.621,60,6,54
41.894,-87.6205,62,5,57
41.894,-87.62,100,13,87
41.8945,-87.632,83,7,76
41.8945,-87.6315,80,3,77
41.8945,-87.631,121,9,112
41.8945,-87.6305,74,5,69
41.8945,-87.63,60,3,57
41.8945,-87.6295,124,10,114
41.8945,-87.629,84,4,80
41.8945,-87.6285,91,4,87
41.8945,-87.628,210,8,202
41.8945,-87.6275,117,6,111
41.8945,-87.627,65,6,59
41.8945,-87.6265,115,9,106
41.8945,-87.626,56,5,51
41.8945,-87.6255,90,8,82
41.8945,-87.625,141,10,131
41.8945,-87.6245,80,8,72
41.8945,-87.624,166,19,147
41.8945,-87.6235,92,5,87
41.8945,-87.623,60,4,56
41.8945,-87.6225,97,6,91
41.8945,-87.622,61,5,56
41.8945,-87.6215,45,6,39
41.8945,-87.621,36,7,29
41.8945,-87.6205,31,2,29
41.8945,-87.62,61,8,53
41.895,-87.631,54,6,48
41.895,-87.6295,99,7,92
41.895,-87.629,3,1,2
41.895,-87.628,180,10,170
41.895,-87.6265,91,7,84
41.895,-87.6255,54,3,51
41.895,-87.625,58,6,52
41.895,-87.6245,25,2,23
41.895,-87.624,149,12,137
41.895,-87.6235,49,3,46
41.895,-87.623,46,3,43
41.895,-87.6225,41,3,38
41.895,-87.622,20,1,19
41.895,-87.6215,30,5,25
41.895,-87.621,31,7,24
41.895,-87.6205,44,5,39
41.895,-87.62,72,9,63
41.8955,-87.632,51,3,48
41.8955,-87.6315,64,4,60
41.8955,-87.631,104,8,96
41.8955,-87.6305,47,5,42
41.8955,-87.63,76,8,68
41.8955,-87.6295,116,12,104
41.8955,-87.629,30,3,27
41.8955,-87.6285,71,6,65
41.8955,-87.628,166,10,156
41.8955,-87.6275,66,5,61
41.8955,-87.627,99,6,93
41.8955,-87.6265,165,13,152
41.8955,-87.626,106,9,97
41.8955,-87.6255,105,10,95
41.8955,-87.625,80,7,73
41.8955,-87.6245,82,9,73
41.8955,-87.624,186,19,167
41.8955,-87.6235,76,8,68
41.8955,-87.623,90,10,80
41.8955,-87.6225,114,9,105
41.8955,-87.622,97,6,91
41.8955,-87.6215,107,5,102
41.8955,-87.621,74,5,69
41.8955,-87.6205,93,7,86
41.8955,-87.62,86,6,80
41.896,-87.631,66,5,61
41.896,-87.6295,119,9,110
41.896,-87.629,13,1,12
41.896,-87.6285,6,1,5
41.896,-87.628,111,7,104
41.896,-87.6275,8,2,6
41.896,-87.627,26,5,21
41.896,-87.6265,72,10,62
41.896,-87.6255,61,4,57
41.896,-87.625,77,3,74
41.896,-87.6245,5,1,4
41.896,-87.624,170,14,156
41.896,-87.6205,19,1,18
41.896,-87.62,63,7,56
41.8965,-87.632,90,6,84
41.8965,-87.6315,77,4,73
41.8965,-87.631,141,11,130
41.8965,-87.6305,99,6,93
41.8965,-87.63,103,9,94
41.8965,-87.6295,146,8,138
41.8965,-87.629,111,9,102
41.8965,-87.6285,111,11,100
41.8965,-87.628,210,11,199
41.8965,-87.6275,100,8,92
41.8965,-87.627,106,9,97
41.8965,-87.6265,139,24,115
41.8965,-87.626,114,16,98
41.8965,-87.6255,127,19,108
41.8965,-87.625,152,23,129
41.8965,-87.6245,130,19,111
41.8965,-87.624,171,20,151
41.8965,-87.6235,95,14,81
41.8965,-87.623,68,11,57
41.8965,-87.6225,72,10,62
41.8965,-87.622,110,17,93
41.8965,-87.6215,102,11,91
41.8965,-87.621,91,10,81
41.8965,-87.6205,68,6,62
41.8965,-87.62,78,5,73
41.897,-87.631,90,4,86
41.897,-87.6295,84,5,79
41.897,-87.6285,11,2,9
41.897,-87.628,126,8,118
41.897,-87.6275,8,2,6
41.897,-87.627,12,2,10
41.897,-87.6265,52,7,45
41.897,-87.626,14,5,9
41.897,-87.6255,17,3,14
41.897,-87.624,93,11,82
41.897,-87.6235,11,3,8
41.897,-87.622,7,1,6
41.897,-87.6215,16,1,15
41.8975,-87.6275,2,2,0
41.898,-87.6315,17,4,13
41.898,-87.631,61,4,57
41.898,-87.6305,30,2,28
41.898,-87.63,38,2,36
41.898,-87.6295,108,6,102
41.898,-87.629,29,3,26
41.898,-87.6285,33,3,30
41.898,-87.628,148,7,141
41.8985,-87.631,44,4,40
41.8985,-87.6305,34,3,31
41.8985,-87.63,67,4,63
41.8985,-87.6295,121,7,114
41.8985,-87.6285,32,2,30
41.8985,-87.628,96,6,90
41.899,-87.631,46,1,45
41.899,-87.6295,81,6,75
41.899,-87.629,37,3,34
41.899,-87.6285,75,3,72
41.899,-87.628,121,7,114
41.8995,-87.631,68,4,64
41.8995,-87.6305,72,4,68
41.8995,-87.63,68,4,64
41.8995,-87.6295,99,7,92
41.8995,-87.629,83,5,78
41.8995,-87.6285,75,5,70
41.8995,-87.628,157,8,149
41.9,-87.632,7,1,6
41.9,-87.6295,23,3,20
41.9,-87.628,72,5,67
