timestamp,speed,time,pcell_cid,pcell_freq,nrcell_cid,nrcell_freq,scell1_cid,scell1_freq,scell2_cid,scell2_freq,scell3_cid,scell3_freq,nr_scell1_cid,nr_scell1_freq,nr_scell2_cid,nr_scell2_freq,nr_scell3_cid,nr_scell3_freq,cell_set_type
1621299706,48.48592,0,437,850,288,2259995,178,52740,396,52941,397,53139,None,None,None,None,None,None,LTE+MW
1621299707,37.97552,0.109999895,437,850,288,2259995,178,52740,396,52941,397,53139,None,None,None,None,None,None,LTE+MW
1621299707,20.92784,0.210000038,437,850,288,2259995,178,52740,396,52941,397,53139,None,None,None,None,None,None,LTE+MW
1621299707,0.90368,0.319999933,437,850,288,2259995,178,52740,396,52941,397,53139,None,None,None,None,None,None,LTE+MW
1621299707,23.0496,0.420000076,437,850,288,2259995,178,52740,396,52941,397,53139,None,None,None,None,None,None,LTE+MW
1621299707,48.64016,0.529999971,437,850,288,2259995,178,52740,396,52941,397,53139,None,None,None,None,None,None,LTE+MW
1621299707,27.00192,0.640000105,437,850,288,2259995,178,52740,396,52941,397,53139,None,None,None,None,None,None,LTE+MW
1621299707,18.26576,0.75,437,850,288,2259995,178,52740,396,52941,397,53139,None,None,None,None,None,None,LTE+MW
1621299707,18.26576,0.859999895,437,850,None,None,178,52740,396,52941,397,53139,None,None,None,None,None,None,LTE
1621299707,46.91584,0.960000038,437,850,None,None,178,52740,396,52941,397,53139,None,None,None,None,None,None,LTE
1621299708,47.80864,1.069999933,437,850,None,None,178,52740,396,52941,397,53139,None,None,None,None,None,None,LTE
1621299708,38.75264,1.170000076,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299708,12.21888,1.279999971,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299708,4.68448,1.390000105,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299708,1.7856,1.5,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299708,1.7856,1.609999895,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299708,0.79344,1.710000038,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299708,0.79344,1.819999933,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299708,0.11568,1.920000076,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299709,0.11568,2.029999971,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299709,0.11568,2.140000105,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299709,0.11568,2.25,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299709,0.11568,2.359999895,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299709,0.23136,2.460000038,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299709,0.23136,2.569999933,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299709,31.0032,2.670000076,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299709,35.022,2.779999971,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299709,68.95152,2.890000105,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299709,64.86176,3,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299710,58.4352,3.109999895,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299710,73.4496,3.210000038,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299710,105.17008,3.319999933,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299710,75.5496,3.420000076,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299710,76.652,3.529999971,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299710,97.66288,3.640000105,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299710,97.66288,3.75,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299710,87.284,3.859999895,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299710,80.52672,3.960000038,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299711,72.46288,4.069999933,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299711,79.40256,4.170000076,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299711,59.17968,4.279999971,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299711,87.24592,4.390000105,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299711,55.2056,4.5,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299711,31.53264,4.609999895,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299711,45.48272,4.710000038,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299711,15.04704,4.819999933,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299711,56.1256,4.920000076,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299712,32.8936,5.029999971,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299712,48.26592,5.140000105,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299712,44.15984,5.25,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299712,13.784,5.359999895,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299712,47.44056,5.460000038,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299712,84.14288,5.569999933,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299712,76.18384,5.670000076,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299712,110.78144,5.779999971,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299712,108.0472,5.890000105,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299712,127.93936,6,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299713,131.91888,6.109999895,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299713,132.12848,6.210000038,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299713,149.93152,6.319999933,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299713,162.85136,6.420000076,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299713,162.85136,6.529999971,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299713,145.18576,6.640000105,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299713,126.04896,6.75,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299713,182.308,6.859999895,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299713,130.59056,6.960000038,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299714,140.08208,7.069999933,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299714,148.59232,7.170000076,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299714,154.80928,7.279999971,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299714,144.18272,7.390000105,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299714,188.70736,7.5,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299714,160.5472,7.609999895,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299714,121.94832,7.710000038,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299714,149.1816,7.819999933,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299714,178.86336,7.920000076,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299715,155.00256,8.029999971,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299715,159.40128,8.140000105,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299715,159.31824,8.25,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299715,163.52368,8.359999895,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299715,164.73632,8.460000038,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299715,153.24416,8.569999933,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299715,145.28512,8.670000076,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299715,165.97616,8.779999971,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299715,165.97616,8.890000105,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299715,146.03504,9,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299716,164.83568,9.109999895,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299716,126.03264,9.210000038,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299716,158.88272,9.319999933,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299716,158.88272,9.420000076,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299716,150.23504,9.529999971,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299716,181.52544,9.640000105,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299716,184.94288,9.75,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299716,142.29232,9.859999895,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299716,185.59888,9.960000038,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299717,96.63808,10.06999993,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299717,189.93632,10.17000008,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299717,125.72368,10.27999997,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299717,111.42656,10.3900001,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299717,164.73088,10.5,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299717,164.84112,10.6099999,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299717,157.10256,10.71000004,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299717,194.88624,10.81999993,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299717,152.03696,10.92000008,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299718,188.2392,11.02999997,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299718,184.73872,11.1400001,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299718,173.34592,11.25,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299718,85.03024,11.3599999,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299718,177.09408,11.46000004,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299718,177.09408,11.56999993,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299718,85.4712,11.67000008,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299718,168.04352,11.77999997,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299718,148.4984,11.8900001,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299718,165.28208,12,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299719,154.23088,12.1099999,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299719,143.5104,12.21000004,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299719,171.5712,12.31999993,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299719,144.15008,12.42000008,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299719,171.15744,12.52999997,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299719,126.69952,12.6400001,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299719,186.83872,12.75,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299719,154.21456,12.8599999,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299719,159.20256,12.96000004,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299720,178.66464,13.06999993,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299720,170.16528,13.17000008,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299720,159.30192,13.27999997,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299720,138.54416,13.3900001,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299720,158.98208,13.5,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299720,197.68032,13.6099999,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299720,169.03568,13.71000004,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299720,161.74896,13.81999993,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299720,195.12304,13.92000008,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299721,198.31456,14.02999997,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299721,111.78448,14.1400001,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299721,122.15248,14.25,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299721,170.37488,14.3599999,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299721,132.13936,14.46000004,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299721,169.24528,14.56999993,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299721,122.91872,14.67000008,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299721,151.36464,14.77999997,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299721,89.37312,14.8900001,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299721,95.96576,15,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299722,109.23808,15.1099999,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299722,109.23808,15.21000004,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299722,144.7176,15.31999993,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299722,138.63264,15.42000008,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299722,173.23024,15.52999997,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299722,181.19472,15.6400001,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299722,133.0104,15.75,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299722,178.09168,15.8599999,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
1621299722,155.3224,15.96000004,437,850,593,2259995,None,None,None,None,None,None,593,2261661,593,2263327,593,2264993,LTE+MW
